Číselný kód obce,Názov obce,Názov okresu,Názov kraja,NDC,PO
543519,Rudňany,Spišská Nová Ves,Košický,53,SNVS
543527,Slatvina,Spišská Nová Ves,Košický,53,SNVS
543535,Slovinky,Spišská Nová Ves,Košický,53,SNVS
560154,Smižany,Spišská Nová Ves,Košický,53,SNVS
543551,Smolnícka Huta,Gelnica,Košický,53,SNVS
543560,Smolník,Gelnica,Košický,53,SNVS
526355,Spišská Nová Ves,Spišská Nová Ves,Košický,53,SNVS
543578,Spišské Podhradie,Levoča,Prešovský,53,SNVS
543586,Spišské Tomášovce,Spišská Nová Ves,Košický,53,SNVS
543594,Spišské Vlachy,Spišská Nová Ves,Košický,53,SNVS
543608,Spišský Hrhov,Levoča,Prešovský,53,SNVS
543616,Spišský Hrušov,Spišská Nová Ves,Košický,53,SNVS
543624,Spišský Štvrtok,Levoča,Prešovský,53,SNVS
543632,Stará Voda,Gelnica,Košický,53,SNVS
543641,Studenec,Levoča,Prešovský,53,SNVS
543659,Švedlár,Gelnica,Košický,53,SNVS
543667,Teplička,Spišská Nová Ves,Košický,53,SNVS
543675,Torysky,Levoča,Prešovský,53,SNVS
543683,Úhorná,Gelnica,Košický,53,SNVS
543691,Uloža,Levoča,Prešovský,53,SNVS
543705,Veľký Folkmar,Gelnica,Košický,53,SNVS
543713,Vítkovce,Spišská Nová Ves,Košický,53,SNVS
543721,Vojkovce,Spišská Nová Ves,Košický,53,SNVS
526606,Vyšné Repaše,Levoča,Prešovský,53,SNVS
526614,Vyšný Slavkov,Levoča,Prešovský,53,SNVS
526631,Závadka,Gelnica,Košický,53,SNVS
526649,Žakarovce,Gelnica,Košický,53,SNVS
526657,Žehra,Spišská Nová Ves,Košický,53,SNVS
519014,Abrahámovce,Bardejov,Prešovský,54,BARD
519022,Andrejová,Bardejov,Prešovský,54,BARD
527114,Baňa,Stropkov,Prešovský,54,BARD
519006,Bardejov,Bardejov,Prešovský,54,BARD
519049,Bartošovce,Bardejov,Prešovský,54,BARD
519057,Becherov,Bardejov,Prešovský,54,BARD
527122,Belejovce,Svidník,Prešovský,54,BARD
519065,Beloveža,Bardejov,Prešovský,54,BARD
527131,Beňadikovce,Svidník,Prešovský,54,BARD
527149,Bodružal,Svidník,Prešovský,54,BARD
519073,Bogliarka,Bardejov,Prešovský,54,BARD
527157,Breznica,Stropkov,Prešovský,54,BARD
527165,Breznička,Stropkov,Prešovský,54,BARD
519081,Brezov,Bardejov,Prešovský,54,BARD
519090,Brezovka,Bardejov,Prešovský,54,BARD
527173,Brusnica,Stropkov,Prešovský,54,BARD
519103,Buclovany,Bardejov,Prešovský,54,BARD
527181,Bukovce,Stropkov,Prešovský,54,BARD
527190,Bystrá,Stropkov,Prešovský,54,BARD
527203,Bžany,Stropkov,Prešovský,54,BARD
527211,Cernina,Svidník,Prešovský,54,BARD
519111,Cigeľka,Bardejov,Prešovský,54,BARD
527220,Cigla,Svidník,Prešovský,54,BARD
527238,Dlhoňa,Svidník,Prešovský,54,BARD
527246,Dobroslava,Svidník,Prešovský,54,BARD
519138,Dubinné,Bardejov,Prešovský,54,BARD
527254,Dubová,Svidník,Prešovský,54,BARD
580601,Dukovce,Svidník,Prešovský,54,BARD
527262,Duplín,Stropkov,Prešovský,54,BARD
527271,Fijaš,Svidník,Prešovský,54,BARD
519154,Frička,Bardejov,Prešovský,54,BARD
519162,Fričkovce,Bardejov,Prešovský,54,BARD
519171,Gaboltov,Bardejov,Prešovský,54,BARD
519189,Gerlachov,Bardejov,Prešovský,54,BARD
519197,Giraltovce,Svidník,Prešovský,54,BARD
527289,Gribov,Stropkov,Prešovský,54,BARD
519201,Hankovce,Bardejov,Prešovský,54,BARD
519219,Harhaj,Bardejov,Prešovský,54,BARD
527297,Havaj,Stropkov,Prešovský,54,BARD
527301,Havranec,Svidník,Prešovský,54,BARD
519227,Hažlín,Bardejov,Prešovský,54,BARD
519235,Hertník,Bardejov,Prešovský,54,BARD
519243,Hervartov,Bardejov,Prešovský,54,BARD
527319,Hrabovčík,Svidník,Prešovský,54,BARD
519251,Hrabovec,Bardejov,Prešovský,54,BARD
519260,Hrabské,Bardejov,Prešovský,54,BARD
527327,Hunkovce,Svidník,Prešovský,54,BARD
519278,Hutka,Bardejov,Prešovský,54,BARD
519286,Chmeľová,Bardejov,Prešovský,54,BARD
527335,Chotča,Stropkov,Prešovský,54,BARD
527343,Jakušovce,Stropkov,Prešovský,54,BARD
519294,Janovce,Bardejov,Prešovský,54,BARD
519308,Jedlinka,Bardejov,Prešovský,54,BARD
527351,Jurkova Voľa,Svidník,Prešovský,54,BARD
519316,Kalnište,Svidník,Prešovský,54,BARD
527360,Kapišová,Svidník,Prešovský,54,BARD
527378,Kečkovce,Svidník,Prešovský,54,BARD
519324,Kľušov,Bardejov,Prešovský,54,BARD
519332,Kobylnice,Svidník,Prešovský,54,BARD
519341,Kobyly,Bardejov,Prešovský,54,BARD
519359,Kochanovce,Bardejov,Prešovský,54,BARD
527386,Kolbovce,Stropkov,Prešovský,54,BARD
519367,Komárov,Bardejov,Prešovský,54,BARD
519375,Koprivnica,Bardejov,Prešovský,54,BARD
527394,Korejovce,Svidník,Prešovský,54,BARD
527408,Korunková,Stropkov,Prešovský,54,BARD
519383,Kožany,Bardejov,Prešovský,54,BARD
527416,Kožuchovce,Stropkov,Prešovský,54,BARD
519391,Kračúnovce,Svidník,Prešovský,54,BARD
527424,Krajná Bystrá,Svidník,Prešovský,54,BARD
527432,Krajná Poľana,Svidník,Prešovský,54,BARD
527441,Krajná Porúbka,Svidník,Prešovský,54,BARD
527459,Krajné Čierno,Svidník,Prešovský,54,BARD
527467,Krišľovce,Stropkov,Prešovský,54,BARD
519405,Krivé,Bardejov,Prešovský,54,BARD
519413,Kríže,Bardejov,Prešovský,54,BARD
527793,Kručov,Stropkov,Prešovský,54,BARD
527475,Krušinec,Stropkov,Prešovský,54,BARD
519421,Kružlov,Bardejov,Prešovský,54,BARD
527483,Kružlová,Svidník,Prešovský,54,BARD
519430,Kučín,Bardejov,Prešovský,54,BARD
519448,Kuková,Svidník,Prešovský,54,BARD
519456,Kurima,Bardejov,Prešovský,54,BARD
527491,Kurimka,Svidník,Prešovský,54,BARD
519464,Kurov,Bardejov,Prešovský,54,BARD
527505,Ladomirová,Svidník,Prešovský,54,BARD
519472,Lascov,Bardejov,Prešovský,54,BARD
519481,Lenartov,Bardejov,Prešovský,54,BARD
519499,Lipová,Bardejov,Prešovský,54,BARD
519502,Livov,Bardejov,Prešovský,54,BARD
519511,Livovská Huta,Bardejov,Prešovský,54,BARD
527513,Lomné,Stropkov,Prešovský,54,BARD
519529,Lopúchov,Bardejov,Prešovský,54,BARD
519537,Lúčka,Svidník,Prešovský,54,BARD
519545,Lukavica,Bardejov,Prešovský,54,BARD
519553,Lukov,Bardejov,Prešovský,54,BARD
519561,Lužany pri Topli,Svidník,Prešovský,54,BARD
527521,Makovce,Stropkov,Prešovský,54,BARD
527530,Malá Poľana,Stropkov,Prešovský,54,BARD
519570,Malcov,Bardejov,Prešovský,54,BARD
519588,Marhaň,Bardejov,Prešovský,54,BARD
527548,Matovce,Svidník,Prešovský,54,BARD
527556,Medvedie,Svidník,Prešovský,54,BARD
527564,Mestisko,Svidník,Prešovský,54,BARD
519596,Mičakovce,Svidník,Prešovský,54,BARD
527572,Miková,Stropkov,Prešovský,54,BARD
519600,Mikulášová,Bardejov,Prešovský,54,BARD
527581,Miňovce,Stropkov,Prešovský,54,BARD
527599,Miroľa,Svidník,Prešovský,54,BARD
527602,Mlynárovce,Svidník,Prešovský,54,BARD
519618,Mokroluh,Bardejov,Prešovský,54,BARD
527611,Mrázovce,Stropkov,Prešovský,54,BARD
519626,Nemcovce,Bardejov,Prešovský,54,BARD
527629,Nižná Jedľová,Svidník,Prešovský,54,BARD
527637,Nižná Olšava,Stropkov,Prešovský,54,BARD
527645,Nižná Pisaná,Svidník,Prešovský,54,BARD
519634,Nižná Polianka,Bardejov,Prešovský,54,BARD
519642,Nižná Voľa,Bardejov,Prešovský,54,BARD
527653,Nižný Komárnik,Svidník,Prešovský,54,BARD
527661,Nižný Mirošov,Svidník,Prešovský,54,BARD
527670,Nižný Orlík,Svidník,Prešovský,54,BARD
519669,Nižný Tvarožec,Bardejov,Prešovský,54,BARD
527688,Nová Polianka,Svidník,Prešovský,54,BARD
527696,Okrúhle,Svidník,Prešovský,54,BARD
519677,Oľšavce,Bardejov,Prešovský,54,BARD
527700,Oľšavka,Stropkov,Prešovský,54,BARD
519685,Ondavka,Bardejov,Prešovský,54,BARD
519693,Ortuťová,Bardejov,Prešovský,54,BARD
519707,Osikov,Bardejov,Prešovský,54,BARD
519715,Petrová,Bardejov,Prešovský,54,BARD
519723,Poliakovce,Bardejov,Prešovský,54,BARD
519731,Porúbka,Bardejov,Prešovský,54,BARD
527726,Potoky,Stropkov,Prešovský,54,BARD
527718,Potôčky,Stropkov,Prešovský,54,BARD
527734,Príkra,Svidník,Prešovský,54,BARD
527742,Pstriná,Svidník,Prešovský,54,BARD
527751,Radoma,Svidník,Prešovský,54,BARD
527769,Rakovčík,Svidník,Prešovský,54,BARD
519936,Raslavice,Bardejov,Prešovský,54,BARD
519740,Regetovka,Bardejov,Prešovský,54,BARD
519758,Rešov,Bardejov,Prešovský,54,BARD
519766,Richvald,Bardejov,Prešovský,54,BARD
519774,Rokytov,Bardejov,Prešovský,54,BARD
527777,Rovné,Svidník,Prešovský,54,BARD
527785,Roztoky,Svidník,Prešovský,54,BARD
519782,Smilno,Bardejov,Prešovský,54,BARD
519791,Snakov,Bardejov,Prešovský,54,BARD
527807,Soboš,Svidník,Prešovský,54,BARD
527815,Soľník,Stropkov,Prešovský,54,BARD
527823,Staškovce,Stropkov,Prešovský,54,BARD
519804,Stebnícka Huta,Bardejov,Prešovský,54,BARD
519812,Stebník,Bardejov,Prešovský,54,BARD
527831,Stročín,Svidník,Prešovský,54,BARD
527840,Stropkov,Stropkov,Prešovský,54,BARD
519821,Stuľany,Bardejov,Prešovský,54,BARD
519839,Sveržov,Bardejov,Prešovský,54,BARD
527858,Svidnička,Svidník,Prešovský,54,BARD
527106,Svidník,Svidník,Prešovský,54,BARD
527866,Šandal,Stropkov,Prešovský,54,BARD
527874,Šarbov,Svidník,Prešovský,54,BARD
519847,Šarišské Čierne,Bardejov,Prešovský,54,BARD
527882,Šarišský Štiavnik,Svidník,Prešovský,54,BARD
519855,Šašová,Bardejov,Prešovský,54,BARD
527891,Šemetkovce,Svidník,Prešovský,54,BARD
519863,Šiba,Bardejov,Prešovský,54,BARD
527904,Štefurov,Svidník,Prešovský,54,BARD
519871,Tarnov,Bardejov,Prešovský,54,BARD
527912,Tisinec,Stropkov,Prešovský,54,BARD
527921,Tokajík,Stropkov,Prešovský,54,BARD
519880,Tročany,Bardejov,Prešovský,54,BARD
527939,Turany nad Ondavou,Stropkov,Prešovský,54,BARD
527947,Vagrinec,Svidník,Prešovský,54,BARD
527955,Valkovce,Svidník,Prešovský,54,BARD
518964,Vaniškovce,Bardejov,Prešovský,54,BARD
527963,Vápeník,Svidník,Prešovský,54,BARD
519901,Varadka,Bardejov,Prešovský,54,BARD
527971,Varechovce,Stropkov,Prešovský,54,BARD
527980,Veľkrop,Stropkov,Prešovský,54,BARD
527998,Vislava,Stropkov,Prešovský,54,BARD
528005,Vladiča,Stropkov,Prešovský,54,BARD
528013,Vojtovce,Stropkov,Prešovský,54,BARD
528021,Vyškovce,Stropkov,Prešovský,54,BARD
528030,Vyšná Jedľová,Svidník,Prešovský,54,BARD
528048,Vyšná Olšava,Stropkov,Prešovský,54,BARD
528056,Vyšná Pisaná,Svidník,Prešovský,54,BARD
519910,Vyšná Polianka,Bardejov,Prešovský,54,BARD
519928,Vyšná Voľa,Bardejov,Prešovský,54,BARD
560073,Vyšný Hrabovec,Stropkov,Prešovský,54,BARD
528064,Vyšný Komárnik,Svidník,Prešovský,54,BARD
519944,Vyšný Kručov,Bardejov,Prešovský,54,BARD
528072,Vyšný Mirošov,Svidník,Prešovský,54,BARD
528081,Vyšný Orlík,Svidník,Prešovský,54,BARD
519952,Vyšný Tvarožec,Bardejov,Prešovský,54,BARD
519961,Zborov,Bardejov,Prešovský,54,BARD
519979,Zlaté,Bardejov,Prešovský,54,BARD
519987,Železník,Svidník,Prešovský,54,BARD
519995,Želmanovce,Svidník,Prešovský,54,BARD
521141,Bačkovík,Košice - okolie,Košický,55,KE
521159,Baška,Košice - okolie,Košický,55,KE
521167,Belža,Košice - okolie,Košický,55,KE
521175,Beniakovce,Košice - okolie,Košický,55,KE
521183,Bidovce,Košice - okolie,Košický,55,KE
521191,Blažice,Košice - okolie,Košický,55,KE
559831,Bočiar,Košice - okolie,Košický,55,KE
521205,Bohdanovce,Košice - okolie,Košický,55,KE
521213,Boliarov,Košice - okolie,Košický,55,KE
521221,Budimír,Košice - okolie,Košický,55,KE
521248,Bukovec,Košice - okolie,Košický,55,KE
521256,Bunetice,Košice - okolie,Košický,55,KE
521264,Buzica,Košice - okolie,Košický,55,KE
521272,Cestice,Košice - okolie,Košický,55,KE
521281,Čakanovce,Košice - okolie,Košický,55,KE
521299,Čaňa,Košice - okolie,Košický,55,KE
521302,Čečejovce,Košice - okolie,Košický,55,KE
521311,Čižatice,Košice - okolie,Košický,55,KE
521329,Debraď,Košice - okolie,Košický,55,KE
521337,Drienovec,Košice - okolie,Košický,55,KE
521345,Družstevná pri Hornáde,Košice - okolie,Košický,55,KE
521353,Ďurďošík,Košice - okolie,Košický,55,KE
521361,Ďurkov,Košice - okolie,Košický,55,KE
559873,Dvorníky - Včeláre,Košice - okolie,Košický,55,KE
521370,Geča,Košice - okolie,Košický,55,KE
521388,Gyňov,Košice - okolie,Košický,55,KE
521396,Hačava,Košice - okolie,Košický,55,KE
518123,Háj,Košice - okolie,Košický,55,KE
521400,Haniska,Košice - okolie,Košický,55,KE
521418,Herľany,Košice - okolie,Košický,55,KE
521426,Hodkovce,Košice - okolie,Košický,55,KE
518107,Hosťovce,Košice - okolie,Košický,55,KE
521442,Hrašovík,Košice - okolie,Košický,55,KE
521469,Hýľov,Košice - okolie,Košický,55,KE
599310,Chorváty,Košice - okolie,Košický,55,KE
521477,Chrastné,Košice - okolie,Košický,55,KE
521485,Janík,Košice - okolie,Košický,55,KE
521493,Jasov,Košice - okolie,Košický,55,KE
521507,Kalša,Košice - okolie,Košický,55,KE
521523,Kecerovce,Košice - okolie,Košický,55,KE
521540,Kecerovský Lipovec,Košice - okolie,Košický,55,KE
559687,Kechnec,Košice - okolie,Košický,55,KE
521558,Kokšov  - Bakša,Košice - okolie,Košický,55,KE
521566,Komárovce,Košice - okolie,Košický,55,KE
599981,Košice,,Košický,55,KE
599093,Košice - mestská časť Barca,Košice IV,Košický,55,KE
598682,Košice - mestská časť Dargovských hrdinov,Košice III,Košický,55,KE
599891,Košice - mestská časť Džungľa,Košice I,Košický,55,KE
599824,Košice - mestská časť Juh,Košice IV,Košický,55,KE
598119,Košice - mestská časť Kavečany,Košice I,Košický,55,KE
599018,Košice - mestská časť Košická Nová Ves,Košice III,Košický,55,KE
599794,Košice - mestská časť Krásna,Košice IV,Košický,55,KE
598194,Košice - mestská časť Lorinčík,Košice II,Košický,55,KE
599972,Košice - mestská časť Luník IX,Košice II,Košický,55,KE
598216,Košice - mestská časť Myslava,Košice II,Košický,55,KE
599816,Košice - mestská časť Nad jazerom,Košice IV,Košický,55,KE
598208,Košice - mestská časť Pereš,Košice II,Košický,55,KE
599859,Košice - mestská časť Poľov,Košice II,Košický,55,KE
598151,Košice - mestská časť Sever,Košice I,Košický,55,KE
599883,Košice - mestská časť Sídlisko KVP,Košice II,Košický,55,KE
599875,Košice - mestská časť Sídlisko Ťahanovce,Košice I,Košický,55,KE
598186,Košice - mestská časť Staré Mesto,Košice I,Košický,55,KE
599841,Košice - mestská časť Šaca,Košice II,Košický,55,KE
599786,Košice - mestská časť Šebastovce,Košice IV,Košický,55,KE
598127,Košice - mestská časť Ťahanovce,Košice I,Košický,55,KE
599913,Košice - mestská časť Vyšné Opátske,Košice IV,Košický,55,KE
598224,Košice - mestská časť Západ,Košice II,Košický,55,KE
521574,Košická Belá,Košice - okolie,Košický,55,KE
521582,Košická Polianka,Košice - okolie,Košický,55,KE
521591,Košické Oľšany,Košice - okolie,Košický,55,KE
521604,Košický Klečenov,Košice - okolie,Košický,55,KE
521612,Kráľovce,Košice - okolie,Košický,55,KE
521639,Kysak,Košice - okolie,Košický,55,KE
521655,Malá Ida,Košice - okolie,Košický,55,KE
521663,Malá Lodina,Košice - okolie,Košický,55,KE
521671,Medzev,Košice - okolie,Košický,55,KE
580252,Milhosť,Košice - okolie,Košický,55,KE
521680,Mokrance,Košice - okolie,Košický,55,KE
521698,Moldava nad Bodvou,Košice - okolie,Košický,55,KE
521701,Mudrovce,Košice - okolie,Košický,55,KE
518140,Nižná Hutka,Košice - okolie,Košický,55,KE
521728,Nižná Kamenica,Košice - okolie,Košický,55,KE
521736,Nižná Myšľa,Košice - okolie,Košický,55,KE
521744,Nižný Čaj,Košice - okolie,Košický,55,KE
521752,Nižný Klátov,Košice - okolie,Košický,55,KE
521761,Nižný Lánec,Košice - okolie,Košický,55,KE
521795,Nová Polhora,Košice - okolie,Košický,55,KE
521787,Nováčany,Košice - okolie,Košický,55,KE
521809,Nový Salaš,Košice - okolie,Košický,55,KE
521817,Obišovce,Košice - okolie,Košický,55,KE
521825,Olšovany,Košice - okolie,Košický,55,KE
521833,Opátka,Košice - okolie,Košický,55,KE
521841,Opiná,Košice - okolie,Košický,55,KE
521850,Paňovce,Košice - okolie,Košický,55,KE
521868,Peder,Košice - okolie,Košický,55,KE
521876,Perín - Chym,Košice - okolie,Košický,55,KE
521884,Ploské,Košice - okolie,Košický,55,KE
521892,Poproč,Košice - okolie,Košický,55,KE
521906,Rákoš,Košice - okolie,Košický,55,KE
521914,Rankovce,Košice - okolie,Košický,55,KE
521922,Rešica,Košice - okolie,Košický,55,KE
521931,Rozhanovce,Košice - okolie,Košický,55,KE
521949,Rudník,Košice - okolie,Košický,55,KE
521957,Ruskov,Košice - okolie,Košický,55,KE
521965,Sady nad Torysou,Košice - okolie,Košický,55,KE
521973,Seňa,Košice - okolie,Košický,55,KE
521981,Skároš,Košice - okolie,Košický,55,KE
518115,Slančík,Košice - okolie,Košický,55,KE
522007,Slanec,Košice - okolie,Košický,55,KE
522015,Slanská Huta,Košice - okolie,Košický,55,KE
522023,Slanské Nové Mesto,Košice - okolie,Košický,55,KE
522031,Sokoľ,Košice - okolie,Košický,55,KE
559865,Sokoľany,Košice - okolie,Košický,55,KE
522040,Svinica,Košice - okolie,Košický,55,KE
522066,Šemša,Košice - okolie,Košický,55,KE
522074,Štós,Košice - okolie,Košický,55,KE
522082,Trebejov,Košice - okolie,Košický,55,KE
522091,Trsťany,Košice - okolie,Košický,55,KE
522104,Trstené pri Hornáde,Košice - okolie,Košický,55,KE
559784,Turňa nad Bodvou,Košice - okolie,Košický,55,KE
521779,Turnianska Nová Ves,Košice - okolie,Košický,55,KE
522121,Vajkovce,Košice - okolie,Košický,55,KE
522139,Valaliky,Košice - okolie,Košický,55,KE
522147,Veľká Ida,Košice - okolie,Košický,55,KE
522155,Veľká Lodina,Košice - okolie,Košický,55,KE
522163,Vtáčkovce,Košice - okolie,Košický,55,KE
522171,Vyšná Hutka,Košice - okolie,Košický,55,KE
522180,Vyšná Kamenica,Košice - okolie,Košický,55,KE
522198,Vyšná Myšľa,Košice - okolie,Košický,55,KE
522201,Vyšný Čaj,Košice - okolie,Košický,55,KE
522210,Vyšný Klátov,Košice - okolie,Košický,55,KE
582093,Vyšný Medzev,Košice - okolie,Košický,55,KE
559881,Zádiel,Košice - okolie,Košický,55,KE
522244,Zlatá Idka,Košice - okolie,Košický,55,KE
522252,Žarnov,Košice - okolie,Košický,55,KE
522261,Ždaňa,Košice - okolie,Košický,55,KE
528102,Bačka,Trebišov,Košický,56,MICH
528111,Bačkov,Trebišov,Košický,56,MICH
522287,Bajany,Michalovce,Košický,56,MICH
522295,Bánovce nad Ondavou,Michalovce,Košický,56,MICH
528129,Bara,Trebišov,Košický,56,MICH
522309,Baškovce,Sobrance,Košický,56,MICH
522317,Beňatina,Sobrance,Košický,56,MICH
528137,Beša,Michalovce,Košický,56,MICH
522325,Bežovce,Sobrance,Košický,56,MICH
528145,Biel,Trebišov,Košický,56,MICH
522333,Blatná Polianka,Sobrance,Košický,56,MICH
522341,Blatné Remety,Sobrance,Košický,56,MICH
522350,Blatné Revištia,Sobrance,Košický,56,MICH
528161,Boľ,Trebišov,Košický,56,MICH
528170,Borša,Trebišov,Košický,56,MICH
528188,Boťany,Trebišov,Košický,56,MICH
522368,Bracovce,Michalovce,Košický,56,MICH
528200,Brehov,Trebišov,Košický,56,MICH
528218,Brezina,Trebišov,Košický,56,MICH
513857,Budince,Michalovce,Košický,56,MICH
522376,Budkovce,Michalovce,Košický,56,MICH
522384,Bunkovce,Sobrance,Košický,56,MICH
528226,Byšta,Trebišov,Košický,56,MICH
528234,Cejkov,Trebišov,Košický,56,MICH
522392,Čečehov,Michalovce,Košický,56,MICH
528242,Čeľovce,Trebišov,Košický,56,MICH
528251,Čerhov,Trebišov,Košický,56,MICH
528269,Černochov,Trebišov,Košický,56,MICH
528277,Čičarovce,Michalovce,Košický,56,MICH
528285,Čierna,Trebišov,Košický,56,MICH
528293,Čierna nad Tisou,Trebišov,Košický,56,MICH
528307,Čierne Pole,Michalovce,Košický,56,MICH
528315,Dargov,Trebišov,Košický,56,MICH
528323,Dobrá,Trebišov,Košický,56,MICH
528331,Drahňov,Michalovce,Košický,56,MICH
522406,Dúbravka,Michalovce,Košický,56,MICH
528340,Dvorianky,Trebišov,Košický,56,MICH
528358,Egreš,Trebišov,Košický,56,MICH
522414,Falkušovce,Michalovce,Košický,56,MICH
522422,Fekišovce,Sobrance,Košický,56,MICH
522431,Hatalov,Michalovce,Košický,56,MICH
522449,Hažín,Michalovce,Košický,56,MICH
522457,Hlivištia,Sobrance,Košický,56,MICH
522465,Hnojné,Michalovce,Košický,56,MICH
522473,Horňa,Sobrance,Košický,56,MICH
522481,Horovce,Michalovce,Košický,56,MICH
528366,Hraň,Trebišov,Košický,56,MICH
528374,Hrčeľ,Trebišov,Košický,56,MICH
528382,Hriadky,Trebišov,Košický,56,MICH
522490,Husák,Sobrance,Košický,56,MICH
522503,Choňkovce,Sobrance,Košický,56,MICH
522511,Iňačovce,Michalovce,Košický,56,MICH
522520,Inovce,Sobrance,Košický,56,MICH
528391,Ižkovce,Michalovce,Košický,56,MICH
522538,Jasenov,Sobrance,Košický,56,MICH
522546,Jastrabie pri Michalovciach,Michalovce,Košický,56,MICH
522554,Jenkovce,Sobrance,Košický,56,MICH
522562,Jovsa,Michalovce,Košický,56,MICH
522571,Kačanov,Michalovce,Košický,56,MICH
522589,Kaluža,Michalovce,Košický,56,MICH
528404,Kapušianske Kľačany,Michalovce,Košický,56,MICH
528412,Kašov,Trebišov,Košický,56,MICH
528421,Kazimír,Trebišov,Košický,56,MICH
513831,Klin nad Bodrogom,Trebišov,Košický,56,MICH
522597,Klokočov,Michalovce,Košický,56,MICH
522601,Kolibabovce,Sobrance,Košický,56,MICH
522627,Koňuš,Sobrance,Košický,56,MICH
522643,Koromľa,Sobrance,Košický,56,MICH
528439,Kožuchov,Trebišov,Košický,56,MICH
528447,Kráľovský Chlmec,Trebišov,Košický,56,MICH
522651,Krásnovce,Michalovce,Košický,56,MICH
528455,Kravany,Trebišov,Košický,56,MICH
522660,Krčava,Sobrance,Košický,56,MICH
522678,Kristy,Sobrance,Košický,56,MICH
528463,Krišovská Liesková,Michalovce,Košický,56,MICH
522686,Kusín,Michalovce,Košický,56,MICH
528471,Kuzmice,Trebišov,Košický,56,MICH
528480,Kysta,Trebišov,Košický,56,MICH
528498,Ladmovce,Trebišov,Košický,56,MICH
522694,Lastomír,Michalovce,Košický,56,MICH
528501,Lastovce,Trebišov,Košický,56,MICH
522708,Laškovce,Michalovce,Košický,56,MICH
522716,Lekárovce,Sobrance,Košický,56,MICH
528510,Leles,Trebišov,Košický,56,MICH
522724,Lesné,Michalovce,Košický,56,MICH
522732,Ložín,Michalovce,Košický,56,MICH
522741,Lúčky,Michalovce,Košický,56,MICH
528528,Luhyňa,Trebišov,Košický,56,MICH
513792,Malá Tŕňa,Trebišov,Košický,56,MICH
522759,Malčice,Michalovce,Košický,56,MICH
528536,Malé Ozorovce,Trebišov,Košický,56,MICH
522767,Malé Raškovce,Michalovce,Košický,56,MICH
528544,Malé Trakany,Trebišov,Košický,56,MICH
528552,Malý Horeš,Trebišov,Košický,56,MICH
528561,Malý Kamenec,Trebišov,Košický,56,MICH
522783,Markovce,Michalovce,Košický,56,MICH
528579,Maťovské Vojkovce,Michalovce,Košický,56,MICH
528587,Michaľany,Trebišov,Košický,56,MICH
522279,Michalovce,Michalovce,Košický,56,MICH
522791,Moravany,Michalovce,Košický,56,MICH
522805,Nacina Ves,Michalovce,Košický,56,MICH
522813,Nižná Rybnica,Sobrance,Košický,56,MICH
522821,Nižné Nemecké,Sobrance,Košický,56,MICH
528609,Nižný Žipov,Trebišov,Košický,56,MICH
528617,Novosad,Trebišov,Košický,56,MICH
528625,Nový Ruskov,Trebišov,Košický,56,MICH
528633,Oborín,Michalovce,Košický,56,MICH
522830,Orechová,Sobrance,Košický,56,MICH
522848,Oreské,Michalovce,Košický,56,MICH
522856,Ostrov,Sobrance,Košický,56,MICH
522864,Palín,Michalovce,Košický,56,MICH
528676,Parchovany,Trebišov,Košický,56,MICH
522872,Pavlovce nad Uhom,Michalovce,Košický,56,MICH
522881,Petrikovce,Michalovce,Košický,56,MICH
522899,Petrovce,Sobrance,Košický,56,MICH
522902,Petrovce nad Laborcom,Michalovce,Košický,56,MICH
522911,Pinkovce,Sobrance,Košický,56,MICH
528641,Plechotice,Trebišov,Košický,56,MICH
522929,Podhoroď,Sobrance,Košický,56,MICH
528668,Poľany,Trebišov,Košický,56,MICH
522937,Porostov,Sobrance,Košický,56,MICH
522945,Poruba pod Vihorlatom,Michalovce,Košický,56,MICH
522953,Porúbka,Sobrance,Košický,56,MICH
522961,Pozdišovce,Michalovce,Košický,56,MICH
528684,Pribeník,Trebišov,Košický,56,MICH
522970,Priekopa,Sobrance,Košický,56,MICH
528692,Ptrukša,Michalovce,Košický,56,MICH
522988,Pusté Čemerné,Michalovce,Košický,56,MICH
528706,Rad,Trebišov,Košický,56,MICH
522996,Rakovec nad Ondavou,Michalovce,Košický,56,MICH
523003,Remetské Hámre,Sobrance,Košický,56,MICH
528714,Ruská,Michalovce,Košický,56,MICH
523011,Ruská Bystrá,Sobrance,Košický,56,MICH
523020,Ruskovce,Sobrance,Košický,56,MICH
523038,Ruský Hrabovec,Sobrance,Košický,56,MICH
528722,Sečovce,Trebišov,Košický,56,MICH
523046,Sejkov,Sobrance,Košický,56,MICH
523054,Senné,Michalovce,Košický,56,MICH
543730,Sirník,Trebišov,Košický,56,MICH
523062,Slavkovce,Michalovce,Košický,56,MICH
523071,Sliepkovce,Michalovce,Košický,56,MICH
543748,Slivník,Trebišov,Košický,56,MICH
543756,Slovenské Nové Mesto,Trebišov,Košický,56,MICH
523089,Sobrance,Sobrance,Košický,56,MICH
543764,Soľnička,Trebišov,Košický,56,MICH
543772,Somotor,Trebišov,Košický,56,MICH
513849,Stanča,Trebišov,Košický,56,MICH
543781,Stankovce,Trebišov,Košický,56,MICH
523097,Staré,Michalovce,Košický,56,MICH
543799,Strážne,Trebišov,Košický,56,MICH
523101,Strážske,Michalovce,Košický,56,MICH
543802,Streda nad Bodrogom,Trebišov,Košický,56,MICH
523119,Stretava,Michalovce,Košický,56,MICH
