Číselný kód obce,Názov obce,Názov okresu,Názov kraja,NDC,PO
507814,Bernolákovo,Senec,Bratislavský,2,BA
503681,Boldog,Senec,Bratislavský,2,BA
507831,Borinka,Malacky,Bratislavský,2,BA
582000,Bratislava   ,,Bratislavský,2,BA
529435,Bratislava - mestská časť Čunovo,Bratislava V,Bratislavský,2,BA
529401,Bratislava - mestská časť Devín,Bratislava IV,Bratislavský,2,BA
529371,Bratislava - mestská časť Devínska Nová Ves,Bratislava IV,Bratislavský,2,BA
529389,Bratislava - mestská časť Dúbravka,Bratislava IV,Bratislavský,2,BA
529443,Bratislava - mestská časť Jarovce,Bratislava V,Bratislavský,2,BA
529397,Bratislava - mestská časť Karlova Ves,Bratislava IV,Bratislavský,2,BA
529419,Bratislava - mestská časť Lamač,Bratislava IV,Bratislavský,2,BA
529346,Bratislava - mestská časť Nové Mesto,Bratislava III,Bratislavský,2,BA
529460,Bratislava - mestská časť Petržalka,Bratislava V,Bratislavský,2,BA
529311,Bratislava - mestská časť Podunajské Biskupice,Bratislava II,Bratislavský,2,BA
529354,Bratislava - mestská časť Rača,Bratislava III,Bratislavský,2,BA
529494,Bratislava - mestská časť Rusovce,Bratislava V,Bratislavský,2,BA
529320,Bratislava - mestská časť Ružinov,Bratislava II,Bratislavský,2,BA
528595,Bratislava - mestská časť Staré Mesto,Bratislava I,Bratislavský,2,BA
529362,Bratislava - mestská časť Vajnory,Bratislava III,Bratislavský,2,BA
529338,Bratislava - mestská časť Vrakuňa,Bratislava II,Bratislavský,2,BA
529427,Bratislava - mestská časť Záhorská Bystrica,Bratislava IV,Bratislavský,2,BA
545333,Dunajská Lužná,Senec,Bratislavský,2,BA
507903,Hamuliakovo,Senec,Bratislavský,2,BA
503797,Hrubá Borša,Senec,Bratislavský,2,BA
503801,Hrubý Šúr,Senec,Bratislavský,2,BA
503819,Hurbanova Ves,Senec,Bratislavský,2,BA
507911,Chorvátsky Grob,Senec,Bratislavský,2,BA
507938,Ivanka pri Dunaji,Senec,Bratislavský,2,BA
507997,Kalinkovo,Senec,Bratislavský,2,BA
503851,Kostolná pri Dunaji,Senec,Bratislavský,2,BA
503894,Kráľová pri Senci,Senec,Bratislavský,2,BA
508055,Lozorno,Malacky,Bratislavský,2,BA
508071,Malinovo,Senec,Bratislavský,2,BA
508080,Marianka,Malacky,Bratislavský,2,BA
508098,Miloslavov,Senec,Bratislavský,2,BA
508110,Most pri Bratislave,Senec,Bratislavský,2,BA
508136,Nová Dedinka,Senec,Bratislavský,2,BA
503983,Reca,Senec,Bratislavský,2,BA
508209,Rovinka,Senec,Bratislavský,2,BA
508217,Senec,Senec,Bratislavský,2,BA
508233,Stupava,Malacky,Bratislavský,2,BA
507989,Svätý Jur,Pezinok,Bratislavský,2,BA
508276,Tomášov,Senec,Bratislavský,2,BA
508284,Tureň,Senec,Bratislavský,2,BA
508292,Veľký Biel,Senec,Bratislavský,2,BA
508331,Vlky,Senec,Bratislavský,2,BA
508349,Vysoká pri Morave,Malacky,Bratislavský,2,BA
555509,Zálesie,Senec,Bratislavský,2,BA
508381,Zohor,Malacky,Bratislavský,2,BA
503673,Abrahám,Galanta,Trnavský,31,DUST
501441,Báč,Dunajská Streda,Trnavský,31,DUST
501450,Baka,Dunajská Streda,Trnavský,31,DUST
501468,Baloň,Dunajská Streda,Trnavský,31,DUST
555517,Bellova Ves,Dunajská Streda,Trnavský,31,DUST
501484,Blahová,Dunajská Streda,Trnavský,31,DUST
501492,Blatná na Ostrove,Dunajská Streda,Trnavský,31,DUST
503461,Bodíky,Dunajská Streda,Trnavský,31,DUST
501506,Boheľov,Dunajská Streda,Trnavský,31,DUST
501514,Čakany,Dunajská Streda,Trnavský,31,DUST
580554,Čenkovce,Dunajská Streda,Trnavský,31,DUST
503690,Čierna Voda,Galanta,Trnavský,31,DUST
503703,Čierny Brod,Galanta,Trnavský,31,DUST
501531,Čiližská Radvaň,Dunajská Streda,Trnavský,31,DUST
503711,Diakovce,Šaľa,Nitriansky,31,DUST
503720,Dlhá nad Váhom,Šaľa,Nitriansky,31,DUST
501549,Dobrohošť,Dunajská Streda,Trnavský,31,DUST
555789,Dolná Streda,Galanta,Trnavský,31,DUST
503746,Dolné Saliby,Galanta,Trnavský,31,DUST
501557,Dolný Bar,Dunajská Streda,Trnavský,31,DUST
503754,Dolný Chotár,Galanta,Trnavský,31,DUST
501611,Dolný Štál,Dunajská Streda,Trnavský,31,DUST
501433,Dunajská Streda,Dunajská Streda,Trnavský,31,DUST
555541,Dunajský Klátov,Dunajská Streda,Trnavský,31,DUST
501573,Gabčíkovo,Dunajská Streda,Trnavský,31,DUST
503665,Galanta,Galanta,Trnavský,31,DUST
503762,Gáň,Galanta,Trnavský,31,DUST
501581,Holice,Dunajská Streda,Trnavský,31,DUST
501590,Horná Potôň,Dunajská Streda,Trnavský,31,DUST
555568,Horné Mýto,Dunajská Streda,Trnavský,31,DUST
503771,Horné Saliby,Galanta,Trnavský,31,DUST
501603,Horný Bar,Dunajská Streda,Trnavský,31,DUST
503789,Hoste,Galanta,Trnavský,31,DUST
501620,Hubice,Dunajská Streda,Trnavský,31,DUST
501638,Hviezdoslavov,Dunajská Streda,Trnavský,31,DUST
501654,Jahodná,Dunajská Streda,Trnavský,31,DUST
501662,Janíky,Dunajská Streda,Trnavský,31,DUST
503827,Jánovce,Galanta,Trnavský,31,DUST
503835,Jelka,Galanta,Trnavský,31,DUST
501671,Jurová,Dunajská Streda,Trnavský,31,DUST
503843,Kajal,Galanta,Trnavský,31,DUST
501689,Kľúčovec,Dunajská Streda,Trnavský,31,DUST
501697,Kostolné Kračany,Dunajská Streda,Trnavský,31,DUST
503860,Košúty,Galanta,Trnavský,31,DUST
503878,Kráľov Brod,Galanta,Trnavský,31,DUST
503886,Kráľová nad Váhom,Šaľa,Nitriansky,31,DUST
501701,Kráľovičove Kračany,Dunajská Streda,Trnavský,31,DUST
501719,Kútniky,Dunajská Streda,Trnavský,31,DUST
501727,Kvetoslavov,Dunajská Streda,Trnavský,31,DUST
580597,Kyselica,Dunajská Streda,Trnavský,31,DUST
501735,Lehnice,Dunajská Streda,Trnavský,31,DUST
501743,Lúč na Ostrove,Dunajská Streda,Trnavský,31,DUST
555606,Macov,Dunajská Streda,Trnavský,31,DUST
555649,Mad,Dunajská Streda,Trnavský,31,DUST
555665,Malé Dvorníky,Dunajská Streda,Trnavský,31,DUST
555754,Matúškovo,Galanta,Trnavský,31,DUST
501760,Medveďov,Dunajská Streda,Trnavský,31,DUST
501778,Mierovo,Dunajská Streda,Trnavský,31,DUST
501786,Michal na Ostrove,Dunajská Streda,Trnavský,31,DUST
503924,Mostová,Galanta,Trnavský,31,DUST
501930,Ňárad,Dunajská Streda,Trnavský,31,DUST
503932,Neded,Šaľa,Nitriansky,31,DUST
501808,Nový Život,Dunajská Streda,Trnavský,31,DUST
501816,Ohrady,Dunajská Streda,Trnavský,31,DUST
501824,Okoč,Dunajská Streda,Trnavský,31,DUST
501832,Oľdza,Dunajská Streda,Trnavský,31,DUST
501859,Orechová Potôň,Dunajská Streda,Trnavský,31,DUST
501867,Padáň,Dunajská Streda,Trnavský,31,DUST
503959,Pata,Galanta,Trnavský,31,DUST
501883,Pataš,Dunajská Streda,Trnavský,31,DUST
555720,Povoda,Dunajská Streda,Trnavský,31,DUST
503967,Pusté Sady,Galanta,Trnavský,31,DUST
503975,Pusté Úľany,Galanta,Trnavský,31,DUST
501891,Rohovce,Dunajská Streda,Trnavský,31,DUST
501875,Sap,Dunajská Streda,Trnavský,31,DUST
503991,Selice,Šaľa,Nitriansky,31,DUST
504009,Sereď,Galanta,Trnavský,31,DUST
504017,Sládkovičovo,Galanta,Trnavský,31,DUST
504025,Šaľa,Šaľa,Nitriansky,31,DUST
504033,Šalgočka,Galanta,Trnavský,31,DUST
501905,Šamorín,Dunajská Streda,Trnavský,31,DUST
504041,Šintava,Galanta,Trnavský,31,DUST
504050,Šoporňa,Galanta,Trnavský,31,DUST
501913,Štvrtok na Ostrove,Dunajská Streda,Trnavský,31,DUST
504068,Tešedíkovo,Šaľa,Nitriansky,31,DUST
504076,Tomášikovo,Galanta,Trnavský,31,DUST
504084,Topoľnica,Galanta,Trnavský,31,DUST
501921,Topoľníky,Dunajská Streda,Trnavský,31,DUST
555576,Trhová Hradská,Dunajská Streda,Trnavský,31,DUST
501956,Trnávka,Dunajská Streda,Trnavský,31,DUST
504092,Trnovec nad Váhom,Šaľa,Nitriansky,31,DUST
501964,Trstená na Ostrove,Dunajská Streda,Trnavský,31,DUST
504106,Trstice,Galanta,Trnavský,31,DUST
504114,Váhovce,Galanta,Trnavský,31,DUST
504122,Veľká Mača,Galanta,Trnavský,31,DUST
501972,Veľká Paka,Dunajská Streda,Trnavský,31,DUST
501981,Veľké Blahovo,Dunajská Streda,Trnavský,31,DUST
555673,Veľké Dvorníky,Dunajská Streda,Trnavský,31,DUST
504131,Veľké Úľany,Galanta,Trnavský,31,DUST
504149,Veľký Grob,Galanta,Trnavský,31,DUST
501522,Veľký Meder,Dunajská Streda,Trnavský,31,DUST
555746,Vieska,Dunajská Streda,Trnavský,31,DUST
504157,Vinohrady nad Váhom,Galanta,Trnavský,31,DUST
504165,Vlčany,Šaľa,Nitriansky,31,DUST
501999,Vojka nad Dunajom,Dunajská Streda,Trnavský,31,DUST
504173,Vozokany,Galanta,Trnavský,31,DUST
502006,Vrakúň,Dunajská Streda,Trnavský,31,DUST
502014,Vydrany,Dunajská Streda,Trnavský,31,DUST
504181,Zemianske Sady,Galanta,Trnavský,31,DUST
502022,Zlaté Klasy,Dunajská Streda,Trnavský,31,DUST
504190,Žihárec,Šaľa,Nitriansky,31,DUST
505838,Adamovské Kochanovce,Trenčín,Trenčiansky,32,TN
505846,Beckov,Nové Mesto nad Váhom,Trenčiansky,32,TN
505854,Bobot,Trenčín,Trenčiansky,32,TN
505871,Bošáca,Nové Mesto nad Váhom,Trenčiansky,32,TN
505889,Brunovce,Nové Mesto nad Váhom,Trenčiansky,32,TN
505897,Bzince pod Javorinou,Nové Mesto nad Váhom,Trenčiansky,32,TN
505901,Čachtice,Nové Mesto nad Váhom,Trenčiansky,32,TN
505919,Častkovce,Nové Mesto nad Váhom,Trenčiansky,32,TN
505935,Dolná Poruba,Trenčín,Trenčiansky,32,TN
505943,Dolná Súča,Trenčín,Trenčiansky,32,TN
505951,Dolné Srnie,Nové Mesto nad Váhom,Trenčiansky,32,TN
505960,Drietoma,Trenčín,Trenčiansky,32,TN
505978,Dubodiel,Trenčín,Trenčiansky,32,TN
556424,Haluzice,Nové Mesto nad Váhom,Trenčiansky,32,TN
506001,Horná Streda,Nové Mesto nad Váhom,Trenčiansky,32,TN
506010,Horná Súča,Trenčín,Trenčiansky,32,TN
506028,Horňany,Trenčín,Trenčiansky,32,TN
506036,Horné Srnie,Trenčín,Trenčiansky,32,TN
505994,Hôrka nad Váhom,Nové Mesto nad Váhom,Trenčiansky,32,TN
506044,Hrabovka,Trenčín,Trenčiansky,32,TN
506052,Hrádok,Nové Mesto nad Váhom,Trenčiansky,32,TN
506061,Hrachovište,Nové Mesto nad Váhom,Trenčiansky,32,TN
506079,Hrašné,Myjava,Trenčiansky,32,TN
506087,Chocholná - Velčice,Trenčín,Trenčiansky,32,TN
506095,Ivanovce,Trenčín,Trenčiansky,32,TN
506109,Kalnica,Nové Mesto nad Váhom,Trenčiansky,32,TN
506125,Kočovce,Nové Mesto nad Váhom,Trenčiansky,32,TN
506133,Kostolná - Záriečie,Trenčín,Trenčiansky,32,TN
506141,Kostolné,Myjava,Trenčiansky,32,TN
506150,Krajné,Myjava,Trenčiansky,32,TN
506168,Krivosúd - Bodovka,Trenčín,Trenčiansky,32,TN
506184,Lubina,Nové Mesto nad Váhom,Trenčiansky,32,TN
545686,Melčice - Lieskové,Trenčín,Trenčiansky,32,TN
506231,Mníchova Lehota,Trenčín,Trenčiansky,32,TN
506265,Moravské Lieskové,Nové Mesto nad Váhom,Trenčiansky,32,TN
506273,Motešice,Trenčín,Trenčiansky,32,TN
506281,Nemšová,Trenčín,Trenčiansky,32,TN
506290,Neporadza,Trenčín,Trenčiansky,32,TN
506303,Nová Bošáca,Nové Mesto nad Váhom,Trenčiansky,32,TN
556459,Nová Ves nad Váhom,Nové Mesto nad Váhom,Trenčiansky,32,TN
506338,Nové Mesto nad Váhom,Nové Mesto nad Váhom,Trenčiansky,32,TN
506346,Očkov,Nové Mesto nad Váhom,Trenčiansky,32,TN
506354,Omšenie,Trenčín,Trenčiansky,32,TN
506371,Opatovce,Trenčín,Trenčiansky,32,TN
581348,Petrova Lehota,Trenčín,Trenčiansky,32,TN
506401,Pobedim,Nové Mesto nad Váhom,Trenčiansky,32,TN
506419,Podkylava,Myjava,Trenčiansky,32,TN
506427,Podolie,Nové Mesto nad Váhom,Trenčiansky,32,TN
506435,Potvorice,Nové Mesto nad Váhom,Trenčiansky,32,TN
506443,Považany,Nové Mesto nad Váhom,Trenčiansky,32,TN
506478,Selec,Trenčín,Trenčiansky,32,TN
546682,Skalka nad Váhom,Trenčín,Trenčiansky,32,TN
506508,Soblahov,Trenčín,Trenčiansky,32,TN
506524,Stará Turá,Nové Mesto nad Váhom,Trenčiansky,32,TN
506532,Svinná,Trenčín,Trenčiansky,32,TN
506541,Štvrtok,Trenčín,Trenčiansky,32,TN
506559,Trenčianska Teplá,Trenčín,Trenčiansky,32,TN
506567,Trenčianska Turná,Trenčín,Trenčiansky,32,TN
506583,Trenčianske Bohuslavice,Nové Mesto nad Váhom,Trenčiansky,32,TN
506591,Trenčianske Jastrabie,Trenčín,Trenčiansky,32,TN
506605,Trenčianske Mitice,Trenčín,Trenčiansky,32,TN
545741,Trenčianske Stankovce,Trenčín,Trenčiansky,32,TN
506613,Trenčianske Teplice,Trenčín,Trenčiansky,32,TN
505820,Trenčín,Trenčín,Trenčiansky,32,TN
506630,Vaďovce,Nové Mesto nad Váhom,Trenčiansky,32,TN
506648,Veľká Hradná,Trenčín,Trenčiansky,32,TN
506656,Veľké Bierovce,Trenčín,Trenčiansky,32,TN
506672,Višňové,Nové Mesto nad Váhom,Trenčiansky,32,TN
556475,Zamarovce,Trenčín,Trenčiansky,32,TN
556441,Zemianske Podhradie,Nové Mesto nad Váhom,Trenčiansky,32,TN
507806,Báhoň,Pezinok,Bratislavský,33,TRNV
581399,Banka,Piešťany,Trnavský,33,TRNV
558354,Bašovce,Piešťany,Trnavský,33,TRNV
580473,Biely Kostol,Trnava,Trnavský,33,TRNV
506788,Bíňovce,Trnava,Trnavský,33,TRNV
507822,Blatné,Senec,Bratislavský,33,TRNV
506796,Bohdanovce nad Trnavou,Trnava,Trnavský,33,TRNV
506800,Bojničky,Hlohovec,Trnavský,33,TRNV
506818,Boleráz,Trnava,Trnavský,33,TRNV
506826,Borová,Trnava,Trnavský,33,TRNV
506834,Borovce,Piešťany,Trnavský,33,TRNV
506842,Brestovany,Trnava,Trnavský,33,TRNV
506851,Bučany,Trnava,Trnavský,33,TRNV
507849,Budmerice,Pezinok,Bratislavský,33,TRNV
506869,Buková,Trnava,Trnavský,33,TRNV
506877,Cífer,Trnava,Trnavský,33,TRNV
507857,Častá,Pezinok,Bratislavský,33,TRNV
507865,Čataj,Senec,Bratislavský,33,TRNV
506885,Červeník,Hlohovec,Trnavský,33,TRNV
506893,Dechtice,Trnava,Trnavský,33,TRNV
556599,Dlhá,Trnava,Trnavský,33,TRNV
506915,Dobrá Voda,Trnava,Trnavský,33,TRNV
507873,Doľany,Pezinok,Bratislavský,33,TRNV
506923,Dolná Krupá,Trnava,Trnavský,33,TRNV
506931,Dolné Dubové,Trnava,Trnavský,33,TRNV
556661,Dolné Lovčice,Trnava,Trnavský,33,TRNV
506940,Dolné Orešany,Trnava,Trnavský,33,TRNV
506958,Dolné Otrokovce,Hlohovec,Trnavský,33,TRNV
506966,Dolné Trhovište,Hlohovec,Trnavský,33,TRNV
556521,Dolné Zelenice,Hlohovec,Trnavský,33,TRNV
506982,Dolný Lopašov,Piešťany,Trnavský,33,TRNV
506991,Drahovce,Piešťany,Trnavský,33,TRNV
507881,Dubová,Pezinok,Bratislavský,33,TRNV
507008,Dubovany,Piešťany,Trnavský,33,TRNV
558338,Ducové,Piešťany,Trnavský,33,TRNV
507024,Dvorníky,Hlohovec,Trnavský,33,TRNV
507032,Hlohovec,Hlohovec,Trnavský,33,TRNV
507041,Horná Krupá,Trnava,Trnavský,33,TRNV
507059,Horné Dubové,Trnava,Trnavský,33,TRNV
507067,Horné Orešany,Trnava,Trnavský,33,TRNV
507075,Horné Otrokovce,Hlohovec,Trnavský,33,TRNV
556602,Horné Trhovište,Hlohovec,Trnavský,33,TRNV
556530,Horné Zelenice,Hlohovec,Trnavský,33,TRNV
581020,Hrnčiarovce nad Parnou,Trnava,Trnavský,33,TRNV
556581,Hubina,Piešťany,Trnavský,33,TRNV
507121,Chtelnica,Piešťany,Trnavský,33,TRNV
555487,Igram,Senec,Bratislavský,33,TRNV
507946,Jablonec,Pezinok,Bratislavský,33,TRNV
507130,Jalšové,Hlohovec,Trnavský,33,TRNV
507156,Jaslovské Bohunice,Trnava,Trnavský,33,TRNV
555495,Kaplna,Senec,Bratislavský,33,TRNV
507164,Kátlovce,Trnava,Trnavský,33,TRNV
507172,Kľačany,Hlohovec,Trnavský,33,TRNV
507199,Kočín - Lančár,Piešťany,Trnavský,33,TRNV
507202,Koplotovce,Hlohovec,Trnavský,33,TRNV
507211,Košolná,Trnava,Trnavský,33,TRNV
507229,Krakovany,Piešťany,Trnavský,33,TRNV
556483,Križovany nad Dudváhom,Trnava,Trnavský,33,TRNV
507253,Leopoldov,Hlohovec,Trnavský,33,TRNV
508047,Limbach,Pezinok,Bratislavský,33,TRNV
556688,Lošonec,Trnava,Trnavský,33,TRNV
506206,Lúka,Nové Mesto nad Váhom,Trenčiansky,33,TRNV
507288,Madunice,Hlohovec,Trnavský,33,TRNV
507296,Majcichov,Trnava,Trnavský,33,TRNV
507318,Malženice,Trnava,Trnavský,33,TRNV
507326,Merašice,Hlohovec,Trnavský,33,TRNV
508101,Modra,Pezinok,Bratislavský,33,TRNV
506249,Modrová,Nové Mesto nad Váhom,Trenčiansky,33,TRNV
506257,Modrovka,Nové Mesto nad Váhom,Trenčiansky,33,TRNV
507342,Moravany nad Váhom,Piešťany,Trnavský,33,TRNV
507351,Naháč,Trnava,Trnavský,33,TRNV
507369,Nižná,Piešťany,Trnavský,33,TRNV
506311,Nová Lehota,Nové Mesto nad Váhom,Trenčiansky,33,TRNV
556491,Opoj,Trnava,Trnavský,33,TRNV
507385,Ostrov,Piešťany,Trnavský,33,TRNV
507415,Pastuchov,Hlohovec,Trnavský,33,TRNV
556556,Pavlice,Trnava,Trnavský,33,TRNV
507431,Pečeňady,Piešťany,Trnavský,33,TRNV
508179,Pezinok,Pezinok,Bratislavský,33,TRNV
507440,Piešťany,Piešťany,Trnavský,33,TRNV
508187,Píla,Pezinok,Bratislavský,33,TRNV
507466,Prašník,Piešťany,Trnavský,33,TRNV
556653,Radošovce,Trnava,Trnavský,33,TRNV
507482,Rakovice,Piešťany,Trnavský,33,TRNV
518620,Ratkovce,Hlohovec,Trnavský,33,TRNV
507491,Ratnovce,Piešťany,Trnavský,33,TRNV
507512,Ružindol,Trnava,Trnavský,33,TRNV
507521,Sasinkovo,Hlohovec,Trnavský,33,TRNV
507539,Siladice,Hlohovec,Trnavský,33,TRNV
556564,Slovenská Nová Ves,Trnava,Trnavský,33,TRNV
508225,Slovenský Grob,Pezinok,Bratislavský,33,TRNV
507555,Smolenice,Trnava,Trnavský,33,TRNV
507563,Sokolovce,Piešťany,Trnavský,33,TRNV
506516,Stará Lehota,Nové Mesto nad Váhom,Trenčiansky,33,TRNV
507571,Suchá nad Parnou,Trnava,Trnavský,33,TRNV
556670,Šelpice,Trnava,Trnavský,33,TRNV
508250,Šenkvice,Pezinok,Bratislavský,33,TRNV
558397,Šípkové,Piešťany,Trnavský,33,TRNV
507601,Špačince,Trnava,Trnavský,33,TRNV
508268,Štefanová,Pezinok,Bratislavský,33,TRNV
556548,Šterusy,Piešťany,Trnavský,33,TRNV
507636,Šúrovce,Trnava,Trnavský,33,TRNV
556611,Tekolďany,Hlohovec,Trnavský,33,TRNV
556645,Tepličky,Hlohovec,Trnavský,33,TRNV
507661,Trakovice,Hlohovec,Trnavský,33,TRNV
507679,Trebatice,Piešťany,Trnavský,33,TRNV
506745,Trnava,Trnava,Trnavský,33,TRNV
507687,Trstín,Trnava,Trnavský,33,TRNV
507709,Veľké Kostoľany,Piešťany,Trnavský,33,TRNV
556572,Veľké Orvište,Piešťany,Trnavský,33,TRNV
507725,Veselé,Piešťany,Trnavský,33,TRNV
508306,Viničné,Pezinok,Bratislavský,33,TRNV
508314,Vinosady,Pezinok,Bratislavský,33,TRNV
508322,Vištuk,Pezinok,Bratislavský,33,TRNV
556513,Vlčkovce,Trnava,Trnavský,33,TRNV
507741,Voderady,Trnava,Trnavský,33,TRNV
507750,Vrbové,Piešťany,Trnavský,33,TRNV
507768,Zavar,Trnava,Trnavský,33,TRNV
507776,Zeleneč,Trnava,Trnavský,33,TRNV
581488,Zvončín,Trnava,Trnavský,33,TRNV
507792,Žlkovce,Hlohovec,Trnavský,33,TRNV
504211,Bílkove Humence,Senica,Trnavský,34,SENC
504238,Borský Mikuláš,Senica,Trnavský,34,SENC
504220,Borský Svätý Jur,Senica,Trnavský,34,SENC
504254,Brestovec,Myjava,Trenčiansky,34,SENC
504262,Brezová pod Bradlom,Myjava,Trenčiansky,34,SENC
504271,Brodské,Skalica,Trnavský,34,SENC
504289,Bukovec,Myjava,Trenčiansky,34,SENC
504297,Cerová,Senica,Trnavský,34,SENC
504319,Čáry,Senica,Trnavský,34,SENC
504327,Častkov,Senica,Trnavský,34,SENC
504335,Dojč,Senica,Trnavský,34,SENC
504343,Dubovce,Skalica,Trnavský,34,SENC
507890,Gajary,Malacky,Bratislavský,34,SENC
504351,Gbely,Skalica,Trnavský,34,SENC
504360,Hlboké,Senica,Trnavský,34,SENC
504378,Holíč,Skalica,Trnavský,34,SENC
504386,Hradište pod Vrátnom,Senica,Trnavský,34,SENC
504394,Chropov,Skalica,Trnavský,34,SENC
504408,Chvojnica,Myjava,Trenčiansky,34,SENC
504416,Jablonica,Senica,Trnavský,34,SENC
504424,Jablonka,Myjava,Trenčiansky,34,SENC
507954,Jablonové,Malacky,Bratislavský,34,SENC
507962,Jakubov,Malacky,Bratislavský,34,SENC
504432,Kátov,Skalica,Trnavský,34,SENC
504459,Kopčany,Skalica,Trnavský,34,SENC
508012,Kostolište,Malacky,Bratislavský,34,SENC
504467,Košariská,Myjava,Trenčiansky,34,SENC
504475,Koválov,Senica,Trnavský,34,SENC
504483,Koválovec,Skalica,Trnavský,34,SENC
508021,Kuchyňa,Malacky,Bratislavský,34,SENC
504491,Kuklov,Senica,Trnavský,34,SENC
504513,Kúty,Senica,Trnavský,34,SENC
508039,Láb,Malacky,Bratislavský,34,SENC
504521,Lakšárska Nová Ves,Senica,Trnavský,34,SENC
504530,Letničie,Skalica,Trnavský,34,SENC
504548,Lopašov,Skalica,Trnavský,34,SENC
508063,Malacky,Malacky,Bratislavský,34,SENC
504556,Malé Leváre,Malacky,Bratislavský,34,SENC
504564,Mokrý Háj,Skalica,Trnavský,34,SENC
504572,Moravský Svätý Ján,Senica,Trnavský,34,SENC
504581,Myjava,Myjava,Trenčiansky,34,SENC
504599,Oreské,Skalica,Trnavský,34,SENC
504602,Osuské,Senica,Trnavský,34,SENC
508161,Pernek,Malacky,Bratislavský,34,SENC
504611,Petrova Ves,Skalica,Trnavský,34,SENC
504629,Plavecké Podhradie,Malacky,Bratislavský,34,SENC
504637,Plavecký Mikuláš,Malacky,Bratislavský,34,SENC
504645,Plavecký Peter,Senica,Trnavský,34,SENC
508195,Plavecký Štvrtok,Malacky,Bratislavský,34,SENC
504653,Podbranč,Senica,Trnavský,34,SENC
504661,Polianka,Myjava,Trenčiansky,34,SENC
504670,Popudinské Močidľany,Skalica,Trnavský,34,SENC
504688,Poriadie,Myjava,Trenčiansky,34,SENC
504696,Priepasné,Myjava,Trenčiansky,34,SENC
504700,Prietrž,Senica,Trnavský,34,SENC
504718,Prietržka,Skalica,Trnavský,34,SENC
504726,Prievaly,Senica,Trnavský,34,SENC
504734,Radimov,Skalica,Trnavský,34,SENC
504742,Radošovce,Skalica,Trnavský,34,SENC
556122,Rohov,Senica,Trnavský,34,SENC
504769,Rohožník,Malacky,Bratislavský,34,SENC
504777,Rovensko,Senica,Trnavský,34,SENC
504793,Rudník,Myjava,Trenčiansky,34,SENC
556131,Rybky,Senica,Trnavský,34,SENC
556114,Sekule,Senica,Trnavský,34,SENC
504203,Senica,Senica,Trnavský,34,SENC
504815,Skalica,Skalica,Trnavský,34,SENC
504823,Smolinské,Senica,Trnavský,34,SENC
504831,Smrdáky,Senica,Trnavský,34,SENC
504840,Sobotište,Senica,Trnavský,34,SENC
504858,Sološnica,Malacky,Bratislavský,34,SENC
504866,Stará Myjava,Myjava,Trenčiansky,34,SENC
504874,Studienka,Malacky,Bratislavský,34,SENC
508241,Suchohrad,Malacky,Bratislavský,34,SENC
504882,Šajdíkove Humence,Senica,Trnavský,34,SENC
504891,Šaštín - Stráže,Senica,Trnavský,34,SENC
504904,Štefanov,Senica,Trnavský,34,SENC
504912,Trnovec,Skalica,Trnavský,34,SENC
504939,Unín,Skalica,Trnavský,34,SENC
504947,Veľké Leváre,Malacky,Bratislavský,34,SENC
504963,Vrádište,Skalica,Trnavský,34,SENC
504971,Vrbovce,Myjava,Trenčiansky,34,SENC
500267,Záhorie (vojenský obvod),Malacky,Bratislavský,34,SENC
508365,Záhorská Ves,Malacky,Bratislavský,34,SENC
504980,Závod,Malacky,Bratislavský,34,SENC
503029,Andovce,Nové Zámky,Nitriansky,35,NZAM
501034,Bajč,Komárno,Nitriansky,35,NZAM
503045,Bánov,Nové Zámky,Nitriansky,35,NZAM
503053,Bardoňovo,Nové Zámky,Nitriansky,35,NZAM
501395,Bátorove Kosihy,Komárno,Nitriansky,35,NZAM
503070,Bešeňov,Nové Zámky,Nitriansky,35,NZAM
501042,Bodza,Komárno,Nitriansky,35,NZAM
555819,Bodzianske Lúky,Komárno,Nitriansky,35,NZAM
503096,Branovo,Nové Zámky,Nitriansky,35,NZAM
501069,Brestovec,Komárno,Nitriansky,35,NZAM
501077,Búč,Komárno,Nitriansky,35,NZAM
501085,Čalovec,Komárno,Nitriansky,35,NZAM
503118,Čechy,Nové Zámky,Nitriansky,35,NZAM
503126,Černík,Nové Zámky,Nitriansky,35,NZAM
501093,Číčov,Komárno,Nitriansky,35,NZAM
501107,Dedina Mládeže,Komárno,Nitriansky,35,NZAM
503134,Dedinka,Nové Zámky,Nitriansky,35,NZAM
503151,Dolný Ohaj,Nové Zámky,Nitriansky,35,NZAM
503169,Dubník,Nové Zámky,Nitriansky,35,NZAM
501123,Dulovce,Komárno,Nitriansky,35,NZAM
503177,Dvory nad Žitavou,Nové Zámky,Nitriansky,35,NZAM
580911,Holiare,Komárno,Nitriansky,35,NZAM
503193,Hul,Nové Zámky,Nitriansky,35,NZAM
501140,Hurbanovo,Komárno,Nitriansky,35,NZAM
501158,Chotín,Komárno,Nitriansky,35,NZAM
501166,Imeľ,Komárno,Nitriansky,35,NZAM
501174,Iža,Komárno,Nitriansky,35,NZAM
503215,Jasová,Nové Zámky,Nitriansky,35,NZAM
503223,Jatov,Nové Zámky,Nitriansky,35,NZAM
501182,Kameničná,Komárno,Nitriansky,35,NZAM
501191,Klížska Nemá,Komárno,Nitriansky,35,NZAM
503266,Kmeťovo,Nové Zámky,Nitriansky,35,NZAM
