Druh školy skrátený;Typ školy skrátený;Druh 1;Druh 2;Kraj názov;NUTS3;Okres názov;LAU1;Počet organizačných zložiek;Zriaďovateľ - Forma vlastníctva názov;Zriaďovateľ - Typ názov;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trnavský;SK021;Dunajská Streda;SK0211;3;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trnavský;SK021;Galanta;SK0212;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trnavský;SK021;Hlohovec;SK0213;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trnavský;SK021;Piešťany;SK0214;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trnavský;SK021;Senica;SK0215;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trnavský;SK021;Skalica;SK0216;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Trnavský;SK021;Trnava;SK0217;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Bytča;SK0311;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Čadca;SK0312;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Dolný Kubín;SK0313;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Kysucké Nové Mesto;SK0314;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Liptovský Mikuláš;SK0315;3;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Martin;SK0316;2;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Martin;SK0316;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Námestovo;SK0317;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Ružomberok;SK0318;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Ružomberok;SK0318;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Tvrdošín;SK031A;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Žilina;SK031B;1;súkromná;súkromník;
ŠVVP;ŠMŠ;MŠ;ŠMŠ;Žilinský;SK031;Žilina;SK031B;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Banskobystrický;SK032;Revúca;SK0328;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Banskobystrický;SK032;Žiar nad Hronom;SK032D;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava II;SK0102;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava IV;SK0104;1;štátna;iný orgán štátnej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava IV;SK0104;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava V;SK0105;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Bratislavský;SK010;Malacky;SK0106;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Košický;SK042;Košice IV;SK0425;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Nitriansky;SK023;Zlaté Moravce;SK0237;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Prešovský;SK041;Levoča;SK0414;3;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Prešovský;SK041;Prešov;SK0417;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Trnavský;SK021;Hlohovec;SK0213;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠSOŠ;SŠ;ŠSŠ;Žilinský;SK031;Žilina;SK031B;1;štátna;regionálny úrad školskej správy;
ŠUP;ŠUP;SŠ;ŠUP;Banskobystrický;SK032;Banská Štiavnica;SK0322;1;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Banskobystrický;SK032;Zvolen;SK032B;2;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Banskobystrický;SK032;Žarnovica;SK032C;1;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Banskobystrický;SK032;Žiar nad Hronom;SK032D;1;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Bratislavský;SK010;Bratislava II;SK0102;2;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Bratislavský;SK010;Bratislava II;SK0102;2;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Bratislavský;SK010;Bratislava IV;SK0104;2;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Bratislavský;SK010;Bratislava V;SK0105;1;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Košický;SK042;Košice I;SK0422;1;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Košický;SK042;Košice II;SK0423;1;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Nitriansky;SK023;Komárno;SK0231;1;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Nitriansky;SK023;Levice;SK0232;1;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Nitriansky;SK023;Nitra;SK0233;1;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Nitriansky;SK023;Topoľčany;SK0236;1;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Prešovský;SK041;Kežmarok;SK0413;1;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Prešovský;SK041;Prešov;SK0417;1;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Prešovský;SK041;Svidník;SK041C;1;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Trenčiansky;SK022;Trenčín;SK0229;1;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Trenčiansky;SK022;Trenčín;SK0229;1;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Trnavský;SK021;Hlohovec;SK0213;1;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Žilinský;SK031;Martin;SK0316;1;súkromná;súkromník;
ŠUP;ŠUP;SŠ;ŠUP;Žilinský;SK031;Ružomberok;SK0318;1;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Žilinský;SK031;Tvrdošín;SK031A;1;štátna;samosprávny kraj ;
ŠUP;ŠUP;SŠ;ŠUP;Žilinský;SK031;Žilina;SK031B;1;súkromná;súkromník;
ŠVVP;ŠZŠ;ZŠ;ŠZŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;2;štátna;regionálny úrad školskej správy;
ŠVVP;ŠZŠ;ZŠ;ŠZŠ;Banskobystrický;SK032;Banská Štiavnica;SK0322;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠZŠ;ZŠ;ŠZŠ;Banskobystrický;SK032;Brezno;SK0323;4;štátna;regionálny úrad školskej správy;
ŠVVP;ŠZŠ;ZŠ;ŠZŠ;Banskobystrický;SK032;Detva;SK0324;1;súkromná;súkromník;
ŠVVP;ŠZŠ;ZŠ;ŠZŠ;Banskobystrický;SK032;Detva;SK0324;1;štátna;regionálny úrad školskej správy;
ŠVVP;ŠZŠ;ZŠ;ŠZŠ;Banskobystrický;SK032;Krupina;SK0325;1;štátna;regionálny úrad školskej správy;
