Druh školy skrátený;Typ školy skrátený;Druh 1;Druh 2;Kraj názov;NUTS3;Okres názov;LAU1;Počet organizačných zložiek;Zriaďovateľ - Forma vlastníctva názov;Zriaďovateľ - Typ názov;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Nové Zámky;SK0234;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Nové Zámky;SK0234;69;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Šaľa;SK0235;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Šaľa;SK0235;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Šaľa;SK0235;26;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Topoľčany;SK0236;42;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Zlaté Moravce;SK0237;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Zlaté Moravce;SK0237;3;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Nitriansky;SK023;Zlaté Moravce;SK0237;38;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Bardejov;SK0411;3;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Bardejov;SK0411;67;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Humenné;SK0412;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Humenné;SK0412;3;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Humenné;SK0412;45;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Kežmarok;SK0413;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Kežmarok;SK0413;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Kežmarok;SK0413;36;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Levoča;SK0414;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Levoča;SK0414;23;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Medzilaborce;SK0415;7;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Poprad;SK0416;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Poprad;SK0416;6;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Poprad;SK0416;43;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Prešov;SK0417;6;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Prešov;SK0417;13;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Prešov;SK0417;96;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Sabinov;SK0418;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Sabinov;SK0418;3;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Sabinov;SK0418;41;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Snina;SK0419;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Snina;SK0419;2;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Snina;SK0419;15;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Stará Ľubovňa;SK041A;3;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Stará Ľubovňa;SK041A;32;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Stropkov;SK041B;16;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Svidník;SK041C;23;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Vranov nad Topľou;SK041D;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Vranov nad Topľou;SK041D;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Prešovský;SK041;Vranov nad Topľou;SK041D;58;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Bánovce nad Bebravou;SK0221;3;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Bánovce nad Bebravou;SK0221;25;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Ilava;SK0222;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Ilava;SK0222;18;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Myjava;SK0223;16;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Nové Mesto nad Váhom;SK0224;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Nové Mesto nad Váhom;SK0224;2;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Nové Mesto nad Váhom;SK0224;28;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Partizánske;SK0225;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Partizánske;SK0225;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Partizánske;SK0225;26;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Považská Bystrica;SK0226;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Považská Bystrica;SK0226;30;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Prievidza;SK0227;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Prievidza;SK0227;3;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Prievidza;SK0227;57;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Púchov;SK0228;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Púchov;SK0228;24;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Trenčín;SK0229;4;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Trenčín;SK0229;12;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Trenčiansky;SK022;Trenčín;SK0229;47;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Dunajská Streda;SK0211;4;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Dunajská Streda;SK0211;4;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Dunajská Streda;SK0211;82;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Galanta;SK0212;46;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Hlohovec;SK0213;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Hlohovec;SK0213;27;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Piešťany;SK0214;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Piešťany;SK0214;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Piešťany;SK0214;31;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Senica;SK0215;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Senica;SK0215;29;štátna;obec, mesto;* počet zvýšený o 1 ručne z dôvodu dodatočnej opravy stavu školy
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Skalica;SK0216;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Skalica;SK0216;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Skalica;SK0216;19;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Trnava;SK0217;3;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Trnava;SK0217;11;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Trnavský;SK021;Trnava;SK0217;67;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Bytča;SK0311;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Bytča;SK0311;19;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Čadca;SK0312;36;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Dolný Kubín;SK0313;1;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Dolný Kubín;SK0313;3;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Dolný Kubín;SK0313;25;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Kysucké Nové Mesto;SK0314;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Kysucké Nové Mesto;SK0314;15;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Liptovský Mikuláš;SK0315;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Liptovský Mikuláš;SK0315;2;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Liptovský Mikuláš;SK0315;42;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Martin;SK0316;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Martin;SK0316;8;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Martin;SK0316;39;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Námestovo;SK0317;3;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Námestovo;SK0317;33;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Ružomberok;SK0318;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Ružomberok;SK0318;5;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Ružomberok;SK0318;31;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Turčianske Teplice;SK0319;13;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Tvrdošín;SK031A;2;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Tvrdošín;SK031A;1;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Tvrdošín;SK031A;17;štátna;obec, mesto;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Žilina;SK031B;4;cirkevná;cirkev, náboženská spoločnosť;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Žilina;SK031B;4;súkromná;súkromník;
MŠ;MŠ;MŠ;MŠ;Žilinský;SK031;Žilina;SK031B;78;štátna;obec, mesto;
ŠVVP;OU;SŠ;ŠSŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Banskobystrický;SK032;Brezno;SK0323;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Banskobystrický;SK032;Lučenec;SK0326;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Banskobystrický;SK032;Revúca;SK0328;2;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Banskobystrický;SK032;Veľký Krtíš;SK032A;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Banskobystrický;SK032;Žarnovica;SK032C;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Banskobystrický;SK032;Žiar nad Hronom;SK032D;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava II;SK0102;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava IV;SK0104;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava V;SK0105;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Bratislavský;SK010;Malacky;SK0106;2;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Košický;SK042;Gelnica;SK0421;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Košický;SK042;Košice I;SK0422;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Košický;SK042;Košice IV;SK0425;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Košický;SK042;Michalovce;SK0427;2;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Košický;SK042;Rožňava;SK0428;2;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Košický;SK042;Spišská Nová Ves;SK042A;1;súkromná;súkromník;
ŠVVP;OU;SŠ;ŠSŠ;Košický;SK042;Spišská Nová Ves;SK042A;2;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Košický;SK042;Trebišov;SK042B;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Nitriansky;SK023;Levice;SK0232;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Nitriansky;SK023;Nitra;SK0233;2;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Bardejov;SK0411;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Humenné;SK0412;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Kežmarok;SK0413;1;súkromná;súkromník;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Levoča;SK0414;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Levoča;SK0414;2;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Medzilaborce;SK0415;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Poprad;SK0416;2;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Prešov;SK0417;1;súkromná;súkromník;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Prešov;SK0417;3;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Sabinov;SK0418;2;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Snina;SK0419;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Stará Ľubovňa;SK041A;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Stará Ľubovňa;SK041A;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Stropkov;SK041B;1;súkromná;súkromník;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Svidník;SK041C;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Prešovský;SK041;Vranov nad Topľou;SK041D;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Trenčiansky;SK022;Ilava;SK0222;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Trenčiansky;SK022;Prievidza;SK0227;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Trnavský;SK021;Dunajská Streda;SK0211;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Trnavský;SK021;Hlohovec;SK0213;2;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Trnavský;SK021;Trnava;SK0217;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Žilinský;SK031;Kysucké Nové Mesto;SK0314;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Žilinský;SK031;Liptovský Mikuláš;SK0315;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Žilinský;SK031;Martin;SK0316;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Žilinský;SK031;Námestovo;SK0317;1;štátna;regionálny úrad školskej správy;
ŠVVP;OU;SŠ;ŠSŠ;Žilinský;SK031;Ružomberok;SK0318;1;štátna;samosprávny kraj ;
ŠVVP;OU;SŠ;ŠSŠ;Žilinský;SK031;Žilina;SK031B;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Banskobystrický;SK032;Brezno;SK0323;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Banskobystrický;SK032;Detva;SK0324;1;súkromná;súkromník;
ŠVVP;PŠ;SŠ;ŠSŠ;Banskobystrický;SK032;Lučenec;SK0326;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Banskobystrický;SK032;Revúca;SK0328;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Banskobystrický;SK032;Rimavská Sobota;SK0329;2;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Banskobystrický;SK032;Žarnovica;SK032C;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Banskobystrický;SK032;Žiar nad Hronom;SK032D;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava IV;SK0104;2;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Bratislavský;SK010;Bratislava V;SK0105;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Bratislavský;SK010;Malacky;SK0106;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Bratislavský;SK010;Pezinok;SK0107;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Bratislavský;SK010;Senec;SK0108;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Gelnica;SK0421;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Košice - okolie;SK0426;2;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Košice I;SK0422;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Košice II;SK0423;1;súkromná;súkromník;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Košice III;SK0424;1;súkromná;súkromník;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Košice IV;SK0425;2;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Michalovce;SK0427;1;súkromná;súkromník;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Michalovce;SK0427;3;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Rožňava;SK0428;2;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Spišská Nová Ves;SK042A;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Spišská Nová Ves;SK042A;3;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Košický;SK042;Trebišov;SK042B;3;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Nitriansky;SK023;Komárno;SK0231;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Nitriansky;SK023;Levice;SK0232;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Nitriansky;SK023;Nitra;SK0233;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Nitriansky;SK023;Topoľčany;SK0236;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Bardejov;SK0411;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Humenné;SK0412;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Kežmarok;SK0413;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Levoča;SK0414;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Levoča;SK0414;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Medzilaborce;SK0415;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Poprad;SK0416;2;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Prešov;SK0417;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Prešov;SK0417;1;súkromná;súkromník;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Prešov;SK0417;3;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Sabinov;SK0418;2;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Snina;SK0419;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Stará Ľubovňa;SK041A;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Svidník;SK041C;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Prešovský;SK041;Vranov nad Topľou;SK041D;2;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trenčiansky;SK022;Ilava;SK0222;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trenčiansky;SK022;Myjava;SK0223;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trenčiansky;SK022;Nové Mesto nad Váhom;SK0224;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trenčiansky;SK022;Považská Bystrica;SK0226;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trenčiansky;SK022;Prievidza;SK0227;2;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trenčiansky;SK022;Púchov;SK0228;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trenčiansky;SK022;Trenčín;SK0229;3;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trnavský;SK021;Dunajská Streda;SK0211;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trnavský;SK021;Galanta;SK0212;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trnavský;SK021;Hlohovec;SK0213;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trnavský;SK021;Piešťany;SK0214;2;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trnavský;SK021;Senica;SK0215;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Trnavský;SK021;Trnava;SK0217;3;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Žilinský;SK031;Bytča;SK0311;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Žilinský;SK031;Čadca;SK0312;1;cirkevná;cirkev, náboženská spoločnosť;
ŠVVP;PŠ;SŠ;ŠSŠ;Žilinský;SK031;Čadca;SK0312;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Žilinský;SK031;Kysucké Nové Mesto;SK0314;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Žilinský;SK031;Liptovský Mikuláš;SK0315;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Žilinský;SK031;Martin;SK0316;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Žilinský;SK031;Námestovo;SK0317;1;štátna;regionálny úrad školskej správy;
ŠVVP;PŠ;SŠ;ŠSŠ;Žilinský;SK031;Žilina;SK031B;1;súkromná;súkromník;
ŠVVP;PŠ;SŠ;ŠSŠ;Žilinský;SK031;Žilina;SK031B;1;štátna;regionálny úrad školskej správy;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Banská Bystrica;SK0321;11;štátna;samosprávny kraj ;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Banská Štiavnica;SK0322;1;cirkevná;cirkev, náboženská spoločnosť;
SOŠ;SOŠ;SŠ;SOŠ;Banskobystrický;SK032;Banská Štiavnica;SK0322;1;súkromná;súkromník;
